,Title,Organism,EC_gene
14907,"[Metabolic engineering of <i>Escherichia coli</i> for <i>de novo</i> synthesis of 1,4-butanediol].",['Escherichia coli'],"{'sucA': {'EC_numbers': ['1.2.4.2'], 'Classified_Modifications': [{'mod': 'regulat express', 'class': 'Other'}, {'mod': 'express', 'class': 'Positive'}]}, 'yqhD': {'EC_numbers': ['2.7.1.197', '1.1.1.2'], 'Classified_Modifications': [{'mod': 'regulat express', 'class': 'Other'}, {'mod': 'express', 'class': 'Positive'}]}}"
14908,The energy metabolism of <i>Cupriavidus necator</i> in different trophic conditions.,['Cupriavidus necator'],"{'hoxG': {'EC_numbers': ['1.12.99.6'], 'Classified_Modifications': [{'mod': 'lack', 'class': 'Negative'}, {'mod': 'mutant', 'class': 'Other'}, {'mod': 'express', 'class': 'Positive'}]}, 'hoxK': {'EC_numbers': ['1.12.99.6'], 'Classified_Modifications': [{'mod': 'express', 'class': 'Positive'}, {'mod': 'inactivat', 'class': 'Negative'}]}, 'hoxH': {'EC_numbers': ['1.12.1.2'], 'Classified_Modifications': [{'mod': 'lack', 'class': 'Negative'}, {'mod': 'mutants', 'class': 'Other'}]}, 'FDH': {'EC_numbers': ['1.17.1.9'], 'Classified_Modifications': [{'mod': 'mutants', 'class': 'Other'}]}, 'moeA': {'EC_numbers': ['2.10.1.1'], 'Classified_Modifications': [{'mod': 'inactivat', 'class': 'Negative'}]}, 'fdh': {'EC_numbers': ['1.1.1.122'], 'Classified_Modifications': [{'mod': 'knock', 'class': 'Negative'}]}, 'hoxF': {'EC_numbers': ['1.12.1.2'], 'Classified_Modifications': [{'mod': 'inactivat', 'class': 'Negative'}]}, 'moaA': {'EC_numbers': ['4.1.99.22'], 'Classified_Modifications': [{'mod': 'knock', 'class': 'Negative'}]}, 'nos': {'EC_numbers': ['1.14.14.47'], 'Classified_Modifications': [{'mod': 'upregulat', 'class': 'Positive'}]}}"
14912,Construction of an Aspergillus oryzae △nptB△pyrG Host for Homologous Expression of Lipase and Catalytic Property Characterization of Recombinant Lipase.,['Aspergillus oryzae'],"{'pyrG': {'EC_numbers': ['4.1.1.23'], 'Classified_Modifications': [{'mod': 'knock', 'class': 'Negative'}]}}"
14915,Bioconversion of L-Tyrosine into <i>p-</i>Coumaric Acid by Tyrosine Ammonia-Lyase Heterologue of <i>Cereibacter sphaeroides</i> Produced in <i>Pseudomonas putida</i> KT2440.,"['Pseudomonas putida', 'Cereibacter sphaeroides']","{'TAL': {'EC_numbers': ['2.2.1.2'], 'Classified_Modifications': [{'mod': 'express', 'class': 'Positive'}, {'mod': 'express', 'class': 'Positive'}]}}"
14917,A versatile microbial platform as a tunable whole-cell chemical sensor.,['Pseudomonas putida'],"{'gclR': {'EC_numbers': ['5.3.1.22'], 'Classified_Modifications': [{'mod': 'knock', 'class': 'Negative'}, {'mod': 'mutants', 'class': 'Other'}]}, 'glk': {'EC_numbers': ['2.7.1.2'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}]}, 'aceA': {'EC_numbers': ['4.1.3.1'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}, {'mod': 'delet', 'class': 'Negative'}]}, 'aroF': {'EC_numbers': ['2.5.1.54'], 'Classified_Modifications': [{'mod': 'remov', 'class': 'Negative'}]}, 'gcd': {'EC_numbers': ['1.1.5.2'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}]}, 'ppc': {'EC_numbers': ['4.1.1.31'], 'Classified_Modifications': [{'mod': 'knock', 'class': 'Negative'}]}, 'pyk': {'EC_numbers': ['2.7.1.40'], 'Classified_Modifications': [{'mod': 'knock', 'class': 'Negative'}]}, 'gntT': {'EC_numbers': ['1.3.1.84', '1.1.1.1', '1.3.1.95'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}]}}"
14919,Engineering a Bifunctional Fusion Purine/Pyrimidine Nucleoside Phosphorylase for the Production of Nucleoside Analogs.,['Thermus thermophilus'],"{'PNP': {'EC_numbers': ['2.7.7.8'], 'Classified_Modifications': [{'mod': 'express', 'class': 'Positive'}]}}"
14932,Systems biology approach for enhancing limonene yield by re-engineering Escherichia coli.,['Escherichia coli'],"{'ALDH': {'EC_numbers': ['1.2.1.3', '1.2.1.4'], 'Classified_Modifications': [{'mod': 'increas', 'class': 'Positive'}]}, 'ADH': {'EC_numbers': ['1.1.1.1'], 'Classified_Modifications': [{'mod': 'increas', 'class': 'Positive'}]}}"
14948,Versatile filamentous fungal host highly-producing heterologous natural products developed by genome editing-mediated engineering of multiple metabolic pathways.,"['Saccharomyces cerevisiae', 'Escherichia coli', 'Aspergillus oryzae']","{'acs': {'EC_numbers': ['6.2.1.1', '6.2.1.17'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}, {'mod': 'delet', 'class': 'Negative'}]}, 'ptrA': {'EC_numbers': ['2.4.2.60', '3.4.24.55'], 'Classified_Modifications': [{'mod': 'remov', 'class': 'Negative'}]}, 'pyrG': {'EC_numbers': ['6.3.4.2', '4.1.1.23'], 'Classified_Modifications': [{'mod': 'mutants', 'class': 'Other'}, {'mod': 'remov', 'class': 'Negative'}]}, 'adh': {'EC_numbers': ['1.1.1.1', '1.1.1.284', '1.1.1.14', '1.1.1.103'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}, {'mod': 'delet', 'class': 'Negative'}]}, 'idhA': {'EC_numbers': ['1.1.1.28', '1.1.1.18'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}]}, 'pdc': {'EC_numbers': ['4.1.1.72'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}]}}"
14949,Engineering of Aspergillus niger for efficient production of D-xylitol from L-arabinose.,['Aspergillus niger'],"{'xynB': {'EC_numbers': ['3.2.1.8'], 'Classified_Modifications': [{'mod': 'express', 'class': 'Positive'}]}, 'ladA': {'EC_numbers': ['1.1.1.12'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}]}, 'xdhA': {'EC_numbers': ['1.1.1.9'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}]}, 'xkiA': {'EC_numbers': ['2.7.1.17'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}]}}"
14950,Production of α-ketoisovalerate with whey powder by systemic metabolic engineering of Klebsiella oxytoca.,['Klebsiella oxytoca'],"{'budB': {'EC_numbers': ['2.2.1.6'], 'Classified_Modifications': [{'mod': 'insert', 'class': 'Positive'}, {'mod': 'introduc', 'class': 'Positive'}]}}"
14953,"Novel Bioproduction of 1,6-Hexamethylenediamine from l-Lysine Based on an Artificial One-Carbon Elongation Cycle.",['Escherichia coli'],"{'leuD': {'EC_numbers': ['4.2.1.33'], 'Classified_Modifications': [{'mod': 'engineer', 'class': 'Other'}]}}"
14954,SERS-based microdroplet platform for high-throughput screening of <i>Escherichia coli</i> strains for the efficient biosynthesis of D-phenyllactic acid.,['Escherichia coli'],"{'PPA': {'EC_numbers': ['3.6.1.1'], 'Classified_Modifications': [{'mod': 'mutat', 'class': 'Other'}]}, 'GPD': {'EC_numbers': ['1.2.1.12'], 'Classified_Modifications': [{'mod': 'express', 'class': 'Positive'}]}, 'SERS': {'EC_numbers': ['6.1.1.11'], 'Classified_Modifications': [{'mod': 'engineer', 'class': 'Other'}]}}"
14955,Increasing Vitamin K<sub>2</sub> Synthesis in <i>Bacillus subtilis</i> by Controlling the Expression of MenD and Stabilizing MenA.,['Bacillus subtilis'],"{'MenA': {'EC_numbers': ['2.5.1.74'], 'Classified_Modifications': [{'mod': 'mutant', 'class': 'Other'}]}}"
14965,Metabolic Engineering of Saccharomyces cerevisiae for Fermentative Production of Heme.,['Saccharomyces cerevisiae'],"{'HEM3': {'EC_numbers': ['2.5.1.61'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}]}}"
14970,De novo production of protoberberine and benzophenanthridine alkaloids through metabolic engineering of yeast.,['Saccharomyces cerevisiae'],"{'ARO1': {'EC_numbers': ['2.5.1.19', '2.7.1.71', '4.2.3.4', '1.1.1.25', '4.2.1.10'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}]}, 'INO2': {'EC_numbers': ['2.3.1.50'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}]}, 'ADH6': {'EC_numbers': ['1.1.1.2'], 'Classified_Modifications': [{'mod': 'knock', 'class': 'Negative'}]}, 'ARO3': {'EC_numbers': ['2.5.1.54'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}]}, 'GRE2': {'EC_numbers': ['1.1.1.283', '1.1.1.265'], 'Classified_Modifications': [{'mod': 'knock', 'class': 'Negative'}]}, 'HFD1': {'EC_numbers': ['1.2.1.64', '1.2.1.3'], 'Classified_Modifications': [{'mod': 'knock', 'class': 'Negative'}]}}"
14981,Stability of a Mutualistic <i>Escherichia coli</i> Co-Culture During Violacein Production Depends on the Kind of Carbon Source.,['Escherichia coli'],"{'lacZ': {'EC_numbers': ['3.2.1.23'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}, {'mod': 'delet', 'class': 'Negative'}]}, 'tnaA': {'EC_numbers': ['4.1.99.1'], 'Classified_Modifications': [{'mod': 'introduc', 'class': 'Positive'}]}, 'trpE': {'EC_numbers': ['4.1.3.27'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}]}}"
14985,Engineering of Pseudomonas putida to produce medium-chain-length polyhydroxyalkanoate from crude glycerol.,['Pseudomonas putida'],"{'acoA': {'EC_numbers': ['4.2.1.3'], 'Classified_Modifications': [{'mod': 'express', 'class': 'Positive'}]}}"
14987,Evolutionary engineering of methylotrophic E. coli enables fast growth on methanol.,['Escherichia coli'],"{'rpe': {'EC_numbers': ['5.1.3.1'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}]}, 'acs': {'EC_numbers': ['6.2.1.1', '6.2.1.17'], 'Classified_Modifications': [{'mod': 'increas', 'class': 'Positive'}]}, 'mdh': {'EC_numbers': ['1.1.1.37'], 'Classified_Modifications': [{'mod': 'increas', 'class': 'Positive'}, {'mod': 'introduc', 'class': 'Positive'}]}, 'rhlB': {'EC_numbers': ['3.6.4.13'], 'Classified_Modifications': [{'mod': 'mutat', 'class': 'Other'}]}, 'gatY': {'EC_numbers': ['4.1.2.2', '4.1.2.13', '4.1.2.40'], 'Classified_Modifications': [{'mod': 'express', 'class': 'Positive'}]}, 'ompR': {'EC_numbers': ['2.7.13.3'], 'Classified_Modifications': [{'mod': 'express', 'class': 'Positive'}]}}"
14992,Biosensor-based growth-coupling as an evolutionary strategy to improve heme export in Corynebacterium glutamicum.,['Corynebacterium glutamicum'],"{'pfkA': {'EC_numbers': ['2.7.1.11'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}]}}"
14994,Manipulating the nucleolar serine-rich protein Srp40p in Saccharomyces cerevisiae may improve isobutanol production.,['Saccharomyces cerevisiae'],"{'ILV2': {'EC_numbers': ['2.2.1.6'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}]}}"
14998,Metabolic Engineering and Process Intensification for Muconic Acid Production Using <i>Saccharomyces cerevisiae</i>.,['Saccharomyces cerevisiae'],"{'PDC5': {'EC_numbers': ['4.1.1.74', '4.1.1.43', '4.1.1.72'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}, {'mod': 'reintroduc', 'class': 'Positive'}]}}"
15003,Growth-coupled production of L-isoleucine in Escherichia coli via metabolic engineering.,['Escherichia coli'],"{'metA': {'EC_numbers': ['2.3.1.46'], 'Classified_Modifications': [{'mod': 'introduc', 'class': 'Positive'}]}}"
15005,Engineered cross-feeding creates inter- and intra-species synthetic yeast communities with enhanced bioproduction.,"['Saccharomyces cerevisiae', 'Yarrowia lipolytica']","{'lip': {'EC_numbers': ['2.8.1.8'], 'Classified_Modifications': [{'mod': 'introduc', 'class': 'Positive'}]}}"
15006,A growth-coupling strategy for improving the stability of terpenoid bioproduction in Escherichia coli.,['Escherichia coli'],"{'dxr': {'EC_numbers': ['1.1.1.267'], 'Classified_Modifications': [{'mod': 'knock', 'class': 'Negative'}]}}"
15007,Engineering the L-tryptophan metabolism for efficient de novo biosynthesis of tryptophol in Saccharomyces cerevisiae.,['Saccharomyces cerevisiae'],"{'ARO4': {'EC_numbers': ['2.5.1.54'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}, {'mod': 'knock', 'class': 'Negative'}, {'mod': 'overexpress', 'class': 'Positive'}, {'mod': 'upregulat', 'class': 'Positive'}, {'mod': 'increas', 'class': 'Positive'}, {'mod': 'insert', 'class': 'Positive'}]}, 'TRP2': {'EC_numbers': ['4.1.3.27'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}, {'mod': 'overexpress', 'class': 'Positive'}, {'mod': 'remov', 'class': 'Negative'}, {'mod': 'upregulat', 'class': 'Positive'}]}, 'TRP1': {'EC_numbers': ['5.3.1.24'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}, {'mod': 'overexpress', 'class': 'Positive'}, {'mod': 'overexpress', 'class': 'Positive'}, {'mod': 'remov', 'class': 'Negative'}]}, 'TRP3': {'EC_numbers': ['4.1.1.48', '4.1.3.27'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}, {'mod': 'overexpress', 'class': 'Positive'}, {'mod': 'overexpress', 'class': 'Positive'}, {'mod': 'remov', 'class': 'Negative'}]}, 'ARO9': {'EC_numbers': ['2.6.1.7', '2.6.1.57'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}]}, 'TRP5': {'EC_numbers': ['4.2.1.20'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}, {'mod': 'overexpress', 'class': 'Positive'}, {'mod': 'overexpress', 'class': 'Positive'}, {'mod': 'remov', 'class': 'Negative'}, {'mod': 'remov', 'class': 'Negative'}]}, 'TRP4': {'EC_numbers': ['2.4.2.18'], 'Classified_Modifications': [{'mod': 'remov', 'class': 'Negative'}, {'mod': 'overexpress', 'class': 'Positive'}, {'mod': 'overexpress', 'class': 'Positive'}]}, 'ARO8': {'EC_numbers': ['2.6.1.39', '2.6.1.57'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}]}, 'ADH1': {'EC_numbers': ['1.1.1.1'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}]}, 'ARO7': {'EC_numbers': ['5.4.99.5'], 'Classified_Modifications': [{'mod': 'disrupt', 'class': 'Negative'}, {'mod': 'delet', 'class': 'Negative'}]}, 'ARO10': {'EC_numbers': ['4.1.1.80', '4.1.1.74', '4.1.1.43', '4.1.1.72'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}]}}"
15008,Model-based dynamic engineering of <i>Escherichia coli</i> for N-acetylglucosamine overproduction.,['Escherichia coli'],"{'poxB': {'EC_numbers': ['1.2.5.1'], 'Classified_Modifications': [{'mod': 'increas', 'class': 'Positive'}]}, 'ldhA': {'EC_numbers': ['1.1.1.28'], 'Classified_Modifications': [{'mod': 'increas', 'class': 'Positive'}]}, 'glnA': {'EC_numbers': ['6.3.1.2'], 'Classified_Modifications': [{'mod': 'increas', 'class': 'Positive'}]}}"
15011,Construction of an ultra-strong PtacM promoter via engineering the core-element spacer and 5' untranslated region for versatile applications in <i>Corynebacterium glutamicum</i>.,['Corynebacterium glutamicum'],"{'lacZ': {'EC_numbers': ['3.2.1.23'], 'Classified_Modifications': [{'mod': 'increas express', 'class': 'Positive'}, {'mod': 'increas', 'class': 'Positive'}]}}"
15013,"Metabolic engineering of <i>Escherichia coli</i> to utilize methanol as a co-substrate for the production of (<i>R</i>)-1,3-butanediol.",['Escherichia coli'],"{'frmA': {'EC_numbers': ['1.2.1.10', '1.1.1.1', '1.1.1.284', '1.1.1.2'], 'Classified_Modifications': [{'mod': 'knock', 'class': 'Negative'}]}, 'frmB': {'EC_numbers': ['3.1.2.12'], 'Classified_Modifications': [{'mod': 'knock', 'class': 'Negative'}]}}"
15015,Fine-tuning the cell morphology of <i>Corynebacterium glutamicum</i> via dual-valve regulation for enhanced hyaluronic acid production.,['Corynebacterium glutamicum'],"{'tuf': {'EC_numbers': ['3.6.5.3'], 'Classified_Modifications': [{'mod': 'express', 'class': 'Positive'}]}}"
15018,CRISPRi-mediated metabolic switch enables concurrent aerobic and synthetic anaerobic fermentations in engineered consortium.,['Escherichia coli'],"{'cydA': {'EC_numbers': ['1.10.3.14', '1.10.3.10', '7.1.1.7'], 'Classified_Modifications': [{'mod': 'repress', 'class': 'Negative'}]}, 'ptsG': {'EC_numbers': ['2.7.1.69', '2.7.1.199', '6.1.1.18'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}]}, 'appB': {'EC_numbers': ['1.10.3.14', '1.10.3.10', '3.5.3.26', '7.1.1.3', '7.1.1.7'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}]}, 'cyoB': {'EC_numbers': ['7.1.1.3'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}]}, 'xylAB': {'EC_numbers': ['2.7.1.17'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}]}}"
15029,Development of a xylose-inducible and glucose-insensitive expression system for Parageobacillus thermoglucosidasius.,['Parageobacillus thermoglucosidasius'],"{'zwf': {'EC_numbers': ['1.1.1.49'], 'Classified_Modifications': [{'mod': 'regulat express', 'class': 'Other'}, {'mod': 'enhanc express', 'class': 'Positive'}]}}"
15030,Boosting succinic acid production of Yarrowia lipolytica at low pH through enhancing product tolerance and glucose metabolism.,['Yarrowia lipolytica'],"{'pyk2': {'EC_numbers': ['2.7.1.40'], 'Classified_Modifications': [{'mod': 'upregulat', 'class': 'Positive'}]}}"
15031,Engineering Escherichia coli via introduction of the isopentenol utilization pathway to effectively produce geranyllinalool.,['Escherichia coli'],"{'yqaB': {'EC_numbers': ['3.1.3.18'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}]}, 'aphA': {'EC_numbers': ['3.1.3.2', '1.7.99.4', '1.9.6.1', '2.7.1.95'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}, {'mod': 'mutant', 'class': 'Other'}]}}"
15034,Production of bio-indigo from engineered Pseudomonas putida KT2440 harboring tryptophanase and flavin-containing monooxygenase.,['Pseudomonas putida'],"{'tnaA': {'EC_numbers': ['4.1.99.1'], 'Classified_Modifications': [{'mod': 'introduc', 'class': 'Positive'}]}}"
15049,Lignin valorization to bioplastics with an aromatic hub metabolite-based autoregulation system.,['Cupriavidus necator'],"{'metF': {'EC_numbers': ['1.5.1.54'], 'Classified_Modifications': [{'mod': 'express', 'class': 'Positive'}]}, 'vdh': {'EC_numbers': ['1.2.1.96', '1.2.1.64', '1.2.1.67'], 'Classified_Modifications': [{'mod': 'express', 'class': 'Positive'}]}, 'fdhA': {'EC_numbers': ['2.9.1.1', '1.2.1.2'], 'Classified_Modifications': [{'mod': 'express', 'class': 'Positive'}, {'mod': 'express', 'class': 'Positive'}]}}"
15050,Identification and characterization of a novel formaldehyde dehydrogenase in <i>Bacillus subtilis</i>.,['Bacillus subtilis'],"{'adhA': {'EC_numbers': ['1.1.1.1'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}]}}"
15055,Sustainable production of the drug precursor tyramine by engineered Corynebacterium glutamicum.,['Corynebacterium glutamicum'],"{'aroF': {'EC_numbers': ['2.5.1.54'], 'Classified_Modifications': [{'mod': 'attenuat', 'class': 'Negative'}]}, 'tyrA': {'EC_numbers': ['5.4.99.5', '1.3.1.12'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}]}, 'xylA': {'EC_numbers': ['5.3.1.5'], 'Classified_Modifications': [{'mod': 'inducibl overexpress', 'class': 'Positive'}]}, 'aroP': {'EC_numbers': ['1.3.99.1', '4.1.3.1'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}]}, 'tyrB': {'EC_numbers': ['2.6.1.107', '2.6.1.57'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}]}}"
15059,Efficient 7-Dehydrocholesterol Production by Multiple Metabolic Engineering of Diploid <i>Saccharomyces cerevisiae</i>.,['Saccharomyces cerevisiae'],"{'ERG6': {'EC_numbers': ['2.1.1.41'], 'Classified_Modifications': [{'mod': 'knock', 'class': 'Negative'}]}}"
15070,Metabolic engineering of Streptomyces filamentosus for increased production of clinically important antibiotic daptomycin.,['Streptomyces filamentosus'],"{'pyrB': {'EC_numbers': ['2.1.3.2'], 'Classified_Modifications': [{'mod': 'increas', 'class': 'Positive'}]}, 'ppc': {'EC_numbers': ['4.1.1.31'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}]}, 'pyrC': {'EC_numbers': ['3.5.2.3'], 'Classified_Modifications': [{'mod': 'increas', 'class': 'Positive'}]}}"
